specie,Record Number,Process,QDB Process,Theory or Experiment,data type,Projectile Element,Projectile Charge State,Target Molecule,Target Charge State,Initial Excited State B,Products,Original X Unit,Original Y Unit,Reference Number,Author(s),Title of Record,Journal Name,Volume and Issue No,Page Numbers,Date of Publication,Process Title
D,10393, dissociation;charge transfer,HDC, T, CS, D,1, H2,0,, H+;H;D, eV, cm2, 2000T303, Ichihara### A.,, Private Communication,,,2000, D+ (v=5###j=1) + H2 --> H++H+D
D,10394, particle rearrangement,, T, CS, D,1, H2,0,, H+;HD, eV, cm2, 2000T303, Ichihara### A.,, Private Communication,,,2000, D+ (v=5###j=1) + H2 --> H++HD
D,10400, dissociation,HDS, T, CS, D,1, D2,0,, D+;D;D, eV, cm2, 2000T303, Ichihara### A.,, Private Communication,,,2000, D+ (v=7###j=1) + D2 --> D++D+D
D,10407, ionization;dissociation;particle rearrangement,HDI, T, CS, D,1, H2,0,, H+, eV, cm2, 1996T301, Ichihara### A.$Shirai### T.$Yokoyama### K., A study on ion-molecule reactions in the H3+ system with the trajectory-surface-hopping model, J. Chem. Phys.,105,1857,1996, D+ (v=0###j=1) + H2 --> H+
D,10408, particle rearrangement;association;dissociation,, T, CS, D,1, H2,0,, HD+;H, eV, cm2, 1996T301, Ichihara### A.$Shirai### T.$Yokoyama### K., A study on ion-molecule reactions in the H3+ system with the trajectory-surface-hopping model, J. Chem. Phys.,105,1857,1996, D+ (v=0###j=1) + H2 --> HD++H
D,10409, dissociation;particle exchange;particle rearrangement,, T, CS, D,1, H2,0,, H+;HD, eV, cm2, 1996T301, Ichihara### A.$Shirai### T.$Yokoyama### K., A study on ion-molecule reactions in the H3+ system with the trajectory-surface-hopping model, J. Chem. Phys.,105,1857,1996, D+ (v=0###j=1) + H2 --> H++HD
D,10410, dissociation;ionization;charge trasfer,HDI, T, CS, D,1, H2,0,, H+;H;D, eV, cm2, 1996T301, Ichihara### A.$Shirai### T.$Yokoyama### K., A study on ion-molecule reactions in the H3+ system with the trajectory-surface-hopping model, J. Chem. Phys.,105,1857,1996, D+ (v=0###j=1) + H2 --> H++H+D
D,10411, charge trasfer;particle rearrangement,, T, CS, D,1, D2,0,, D2+;D, eV, cm2, 1996T301, Ichihara### A.$Shirai### T.$Yokoyama### K., A study on ion-molecule reactions in the H3+ system with the trajectory-surface-hopping model, J. Chem. Phys.,105,1857,1996, D+ (v=0###j=1) + D2 --> D2++D
D2,10681, reactive,HIR, V, CS, D2,1, D2,0,, D3;D, eV, cm2, 1996V301, Ito### R.$Tabata### T.$Shirai### T.$Phaneuf### R.A., ANALYTIC CROSS SECTIONS FOR COLLISIONS OF H### H2### HE AND LI ATOMS AND IONS WITH ATOMS AND MOLECULES IV, JAERI-M, 96-024,,1996, D2+ + D2 --> D3+D
D2,10682, reactive,HIR, V, CS, D2,1, H2,0,, HD2+;H, eV, cm2, 1996V301, Ito### R.$Tabata### T.$Shirai### T.$Phaneuf### R.A., ANALYTIC CROSS SECTIONS FOR COLLISIONS OF H### H2### HE AND LI ATOMS AND IONS WITH ATOMS AND MOLECULES IV, JAERI-M, 96-024,,1996, D2+ (v=0) + H2 --> HD2++H
D2,10683, reactive,HIR, V, CS, D2,1, H2,0,, HD2+;H, eV, cm2, 1996V301, Ito### R.$Tabata### T.$Shirai### T.$Phaneuf### R.A., ANALYTIC CROSS SECTIONS FOR COLLISIONS OF H### H2### HE AND LI ATOMS AND IONS WITH ATOMS AND MOLECULES IV, JAERI-M, 96-024,,1996, D2+ (v=1) + H2 --> HD2++H
D2,10684, reactive,HIR, V, CS, D2,1, H2,0,, HD2+;H, eV, cm2, 1996V301, Ito### R.$Tabata### T.$Shirai### T.$Phaneuf### R.A., ANALYTIC CROSS SECTIONS FOR COLLISIONS OF H### H2### HE AND LI ATOMS AND IONS WITH ATOMS AND MOLECULES IV, JAERI-M, 96-024,,1996, D2+ (v=2) + H2 --> HD2++H
D2,10685, reactive,HIR, V, CS, D2,1, H2,0,, HD2+;H, eV, cm2, 1996V301, Ito### R.$Tabata### T.$Shirai### T.$Phaneuf### R.A., ANALYTIC CROSS SECTIONS FOR COLLISIONS OF H### H2### HE AND LI ATOMS AND IONS WITH ATOMS AND MOLECULES IV, JAERI-M, 96-024,,1996, D2+ (v=3) + H2 --> HD2++H
F,10223, charge transfer,HCX, E, CS, F,9, CH4,0,, F8+, eV, cm2,1.99E+304, Dillingham### T.R.$Doughty### B.M.$Hall### J.M.$Tipping### T.N.$Sanders### J.M.$Shinpaugh### J.L., SINGLE ELECTRON CAPTURE BY 0.5 - 1.5 MeV / u F9+ AND F8+ ON HYDROCARBON GASES, Nucl. Instrum. Methods Phys. Res. B, 40-41, 40-43,1989, F9+ + CH4 --> F8+
F,10224, charge transfer,HCX, E, CS, F,8, CH4,0,, F7+, eV, cm2,1.99E+304, Dillingham### T.R.$Doughty### B.M.$Hall### J.M.$Tipping### T.N.$Sanders### J.M.$Shinpaugh### J.L., SINGLE ELECTRON CAPTURE BY 0.5 - 1.5 MeV / u F9+ AND F8+ ON HYDROCARBON GASES, Nucl. Instrum. Methods Phys. Res. B, 40-41, 40-43,1989, F8+ + CH4 --> F7+
F,10225, charge transfer,HCX, E, CS, F,8, CH4,0,, F9+, eV, cm2,1.99E+304, Dillingham### T.R.$Doughty### B.M.$Hall### J.M.$Tipping### T.N.$Sanders### J.M.$Shinpaugh### J.L., SINGLE ELECTRON CAPTURE BY 0.5 - 1.5 MeV / u F9+ AND F8+ ON HYDROCARBON GASES, Nucl. Instrum. Methods Phys. Res. B, 40-41, 40-43,1989, F8+ + CH4 --> F9+
F,10226, charge transfer,HCX, E, CS, F,9, C2H4,0,, F8+, eV, cm2,1.99E+304, Dillingham### T.R.$Doughty### B.M.$Hall### J.M.$Tipping### T.N.$Sanders### J.M.$Shinpaugh### J.L., SINGLE ELECTRON CAPTURE BY 0.5 - 1.5 MeV / u F9+ AND F8+ ON HYDROCARBON GASES, Nucl. Instrum. Methods Phys. Res. B, 40-41, 40-43,1989, F9+ + C2H4 --> F8+
F,10227, charge transfer,HCX, E, CS, F,8, C2H4,0,, F7+, eV, cm2,1.99E+304, Dillingham### T.R.$Doughty### B.M.$Hall### J.M.$Tipping### T.N.$Sanders### J.M.$Shinpaugh### J.L., SINGLE ELECTRON CAPTURE BY 0.5 - 1.5 MeV / u F9+ AND F8+ ON HYDROCARBON GASES, Nucl. Instrum. Methods Phys. Res. B, 40-41, 40-43,1989, F8+ + C2H4 --> F7+
F,10228, charge transfer,HCX, E, CS, F,8, C2H4,0,, F9+, eV, cm2,1.99E+304, Dillingham### T.R.$Doughty### B.M.$Hall### J.M.$Tipping### T.N.$Sanders### J.M.$Shinpaugh### J.L., SINGLE ELECTRON CAPTURE BY 0.5 - 1.5 MeV / u F9+ AND F8+ ON HYDROCARBON GASES, Nucl. Instrum. Methods Phys. Res. B, 40-41, 40-43,1989, F8+ + C2H4 --> F9+
F,10229, charge transfer,HCX, E, CS, F,9, C2H6,0,, F8+, eV, cm2,1.99E+304, Dillingham### T.R.$Doughty### B.M.$Hall### J.M.$Tipping### T.N.$Sanders### J.M.$Shinpaugh### J.L., SINGLE ELECTRON CAPTURE BY 0.5 - 1.5 MeV / u F9+ AND F8+ ON HYDROCARBON GASES, Nucl. Instrum. Methods Phys. Res. B, 40-41, 40-43,1989, F9+ + C2H6 --> F8+
F,10230, charge transfer,HCX, E, CS, F,8, C2H6,0,, F7+, eV, cm2,1.99E+304, Dillingham### T.R.$Doughty### B.M.$Hall### J.M.$Tipping### T.N.$Sanders### J.M.$Shinpaugh### J.L., SINGLE ELECTRON CAPTURE BY 0.5 - 1.5 MeV / u F9+ AND F8+ ON HYDROCARBON GASES, Nucl. Instrum. Methods Phys. Res. B, 40-41, 40-43,1989, F8+ + C2H6 --> F7+
F,10231, charge transfer,HCX, E, CS, F,8, C2H6,0,, F9+, eV, cm2,1.99E+304, Dillingham### T.R.$Doughty### B.M.$Hall### J.M.$Tipping### T.N.$Sanders### J.M.$Shinpaugh### J.L., SINGLE ELECTRON CAPTURE BY 0.5 - 1.5 MeV / u F9+ AND F8+ ON HYDROCARBON GASES, Nucl. Instrum. Methods Phys. Res. B, 40-41, 40-43,1989, F8+ + C2H6 --> F9+
F,10232, charge transfer,HCX, E, CS, F,9, C3H6,0,, F8+, eV, cm2,1.99E+304, Dillingham### T.R.$Doughty### B.M.$Hall### J.M.$Tipping### T.N.$Sanders### J.M.$Shinpaugh### J.L., SINGLE ELECTRON CAPTURE BY 0.5 - 1.5 MeV / u F9+ AND F8+ ON HYDROCARBON GASES, Nucl. Instrum. Methods Phys. Res. B, 40-41, 40-43,1989, F9+ + C3H6 --> F8+
F,10233, charge transfer,HCX, E, CS, F,8, C3H6,0,, F7+, eV, cm2,1.99E+304, Dillingham### T.R.$Doughty### B.M.$Hall### J.M.$Tipping### T.N.$Sanders### J.M.$Shinpaugh### J.L., SINGLE ELECTRON CAPTURE BY 0.5 - 1.5 MeV / u F9+ AND F8+ ON HYDROCARBON GASES, Nucl. Instrum. Methods Phys. Res. B, 40-41, 40-43,1989, F8+ + C3H6 --> F7+
F,10234, charge transfer,HCX, E, CS, F,8, C3H6,0,, F9+, eV, cm2,1.99E+304, Dillingham### T.R.$Doughty### B.M.$Hall### J.M.$Tipping### T.N.$Sanders### J.M.$Shinpaugh### J.L., SINGLE ELECTRON CAPTURE BY 0.5 - 1.5 MeV / u F9+ AND F8+ ON HYDROCARBON GASES, Nucl. Instrum. Methods Phys. Res. B, 40-41, 40-43,1989, F8+ + C3H6 --> F9+
F,10235, charge transfer,HCX, E, CS, F,9, C3H8,0,, F8+, eV, cm2,1.99E+304, Dillingham### T.R.$Doughty### B.M.$Hall### J.M.$Tipping### T.N.$Sanders### J.M.$Shinpaugh### J.L., SINGLE ELECTRON CAPTURE BY 0.5 - 1.5 MeV / u F9+ AND F8+ ON HYDROCARBON GASES, Nucl. Instrum. Methods Phys. Res. B, 40-41, 40-43,1989, F9+ + C3H8 --> F8+
F,10236, charge transfer,HCX, E, CS, F,8, C3H8,0,, F7+, eV, cm2,1.99E+304, Dillingham### T.R.$Doughty### B.M.$Hall### J.M.$Tipping### T.N.$Sanders### J.M.$Shinpaugh### J.L., SINGLE ELECTRON CAPTURE BY 0.5 - 1.5 MeV / u F9+ AND F8+ ON HYDROCARBON GASES, Nucl. Instrum. Methods Phys. Res. B, 40-41, 40-43,1989, F8+ + C3H8 --> F7+
F,10237, charge transfer,HCX, E, CS, F,8, C3H8,0,, F9+, eV, cm2,1.99E+304, Dillingham### T.R.$Doughty### B.M.$Hall### J.M.$Tipping### T.N.$Sanders### J.M.$Shinpaugh### J.L., SINGLE ELECTRON CAPTURE BY 0.5 - 1.5 MeV / u F9+ AND F8+ ON HYDROCARBON GASES, Nucl. Instrum. Methods Phys. Res. B, 40-41, 40-43,1989, F8+ + C3H8 --> F9+
H,10039, charge transfer,HCX, E, CS, H,1, H2O,0,, H;H2O+, eV, cm2, 1970C379, Coplan### M.A.$Ogilvie### K.W., Charge Exchange for H+ and H2+ in H2O### CO2### and NH3, J. Chem. Phys.,52,4154,1970, H+ + H2O --> H+H2O+
H,10041, charge transfer,HCX, E, CS, H,1, CO2,0,, H;CO2+, eV, cm2, 1970C379, Coplan### M.A.$Ogilvie### K.W., Charge Exchange for H+ and H2+ in H2O### CO2### and NH3, J. Chem. Phys.,52,4154,1970, H+ + CO2 --> H+CO2+
H,10050, charge transfer,HCX, E, CS, H,1, CO,0,, H, eV, cm2, 1956C373, Gilbody### H.B.$Hasted### J.B., Anomalies in the adiabatic interpretation of charge-transfer collisions, Proc. R. Soc. London A,238,334,1956, H+ + CO --> H
H,10054, charge transfer,HCX, E, CS, H,1, H2O,0, 1s, H(n=1);H2O+, eV, cm2, 2000C380, Greenwood### J.B.$Chutjian### A.$Smith### S.J., MEASUREMENTS OF ABSOLUTE### SINGLE CHARGE-EXCHANGE CROSS SECTIONS OF H+### He+ AND He2+ WITH H2O AND CO2, Astrophys. J.,529,605,2000, H+ + H2O (1s) --> H(n=1)+H2O+
H,10057, charge transfer,HCX, E, CS, H,1, CO2,0, 1s, H(n=1);CO2+(1s), eV, cm2, 2000C380, Greenwood### J.B.$Chutjian### A.$Smith### S.J., MEASUREMENTS OF ABSOLUTE### SINGLE CHARGE-EXCHANGE CROSS SECTIONS OF H+### He+ AND He2+ WITH H2O AND CO2, Astrophys. J.,529,605,2000, H+ + CO2 (1s) --> H(n=1)+CO2+(1s)
H,10113, charge transfer,HCX, T, CS, H,1, CO2,0,, H, eV, cm2, 1987C347, Johnson### C.A.F.$Parker### J.E., The charge transfer reactions of protons with carbon dioxide: a two-state treatment, Chem. Phys.,111,307,1987, H+ + CO2 --> H
H,10114, charge transfer,HCX, E, CS, H,1, CO,0,, H;CO+, eV, cm2, 1985C376, Jones### M.L.$Doughty### B.M.$Dillingham### T.R.$Jones### T.A., ELECTRON CAPTURE BY 20-150 keV PROTONS ON HYDROCARBON GASES, Nucl. Instrum. Methods Phys. Res. B, 10/11,142,1985, H+ + CO --> H+CO+
H,10115, charge transfer,HCX, E, CS, H,1, CH4,0,, H;CH4+, eV, cm2, 1985C376, Jones### M.L.$Doughty### B.M.$Dillingham### T.R.$Jones### T.A., ELECTRON CAPTURE BY 20-150 keV PROTONS ON HYDROCARBON GASES, Nucl. Instrum. Methods Phys. Res. B, 10/11,142,1985, H+ + CH4 --> H+CH4+
H,10116, charge transfer,HCX, E, CS, H,1, C2H6,0,, H;C2H6+, eV, cm2, 1985C376, Jones### M.L.$Doughty### B.M.$Dillingham### T.R.$Jones### T.A., ELECTRON CAPTURE BY 20-150 keV PROTONS ON HYDROCARBON GASES, Nucl. Instrum. Methods Phys. Res. B, 10/11,142,1985, H+ + C2H6 --> H+C2H6+
H,10117, charge transfer,HCX, E, CS, H,1, C3H8,0,, H;C3H8+, eV, cm2, 1985C376, Jones### M.L.$Doughty### B.M.$Dillingham### T.R.$Jones### T.A., ELECTRON CAPTURE BY 20-150 keV PROTONS ON HYDROCARBON GASES, Nucl. Instrum. Methods Phys. Res. B, 10/11,142,1985, H+ + C3H8 --> H+C3H8+
H,10131, charge transfer,HCX, E, CS, H,1, H2,0,, H;H2+, eV, cm2, 2000C367, Kusakabe### T.$Asahina### K.$Gu### J.P.$Hirsch### G.$Buenker### R.J.$Kimura### M.$Tawara### H.$Nakai### Y., Charge-transfer processes in collision of H+ions with H2### D2### CO### and CO2 molecules in the energy range 0.2-4.0 keV, Phys. Rev. A,62,62714,2000, H+ + H2 --> H+H2+
H,10132, charge transfer,HCX, E, CS, H,1, D2,0,, H;D2+, eV, cm2, 2000C367, Kusakabe### T.$Asahina### K.$Gu### J.P.$Hirsch### G.$Buenker### R.J.$Kimura### M.$Tawara### H.$Nakai### Y., Charge-transfer processes in collision of H+ions with H2### D2### CO### and CO2 molecules in the energy range 0.2-4.0 keV, Phys. Rev. A,62,62714,2000, H+ + D2 --> H+D2+
H,10135, charge transfer,HCX, T, CS, H,1, H2,0,, H(1s);H2+, eV, cm2, 2000C367, Kusakabe### T.$Asahina### K.$Gu### J.P.$Hirsch### G.$Buenker### R.J.$Kimura### M.$Tawara### H.$Nakai### Y., Charge-transfer processes in collision of H+ions with H2### D2### CO### and CO2 molecules in the energy range 0.2-4.0 keV, Phys. Rev. A,62,62714,2000, H+ + H2 --> H(1s)+H2+
H,10136, charge transfer,HCX, T, CS, H,1, CO,0,, H(1s);CO+, eV, cm2, 2000C367, Kusakabe### T.$Asahina### K.$Gu### J.P.$Hirsch### G.$Buenker### R.J.$Kimura### M.$Tawara### H.$Nakai### Y., Charge-transfer processes in collision of H+ions with H2### D2### CO### and CO2 molecules in the energy range 0.2-4.0 keV, Phys. Rev. A,62,62714,2000, H+ + CO --> H(1s)+CO+
H,10138, charge transfer,HCX, E, CS, H,1, C2H2,0,, H;C2H2+, eV, cm2, 2000C370, Kusakabe### T.$Asahina### K.$Iida### A.$Tanaka### Y.$Li### Y.$Hirsch### G.$Buenker### R.J.$Kimura### M.$Tawara### H.$Nakai### Y., Charge-transfer processes in collision of slow H+ ions with hydrocarbon molecules: CH4### C2H2### C2H6### and C3H8, Phys. Rev. A,62,62715,2000, H+ + C2H2 --> H+C2H2+
H,10149, charge transfer,HCX, E, CS, H,1, H2O,0,, H, eV, cm2, 1997C366, Lindsay### B.G.$Sieglaff### D.R.$Smith### K.A.$Stebbings### R.F., Charge transfer of 0.5-### 1.5-### and 5-keV protons with H2O: Absolute differential and integral cross sections, Phys. Rev. A,55,3945,1997, H+ + H2O --> H
H,10175, charge transfer,HCX, E, CS, H,0, CO,0,, H+, eV, cm2, 1968C153, Toburen###L.H. Nakai###Y. Langley###R.A., Measurement of high-energy charge-transfer cross sections for incident protons and atomic hydrogen in various gases, Phys. Rev.,171,114,1968, H + CO --> H+
H,10177, charge transfer,HCX, E, CS, H,0, CO2,0,, H+, eV, cm2, 1968C153, Toburen###L.H. Nakai###Y. Langley###R.A., Measurement of high-energy charge-transfer cross sections for incident protons and atomic hydrogen in various gases, Phys. Rev.,171,114,1968, H + CO2 --> H+
H,10179, charge transfer,HCX, E, CS, H,0, H2O,0,, H+, eV, cm2, 1968C153, Toburen###L.H. Nakai###Y. Langley###R.A., Measurement of high-energy charge-transfer cross sections for incident protons and atomic hydrogen in various gases, Phys. Rev.,171,114,1968, H + H2O --> H+
H,10180, charge transfer,HCX, E, CS, H,1, CH4,0,, H, eV, cm2, 1968C153, Toburen###L.H. Nakai###Y. Langley###R.A., Measurement of high-energy charge-transfer cross sections for incident protons and atomic hydrogen in various gases, Phys. Rev.,171,114,1968, H+ + CH4 --> H
H,10181, charge transfer,HCX, E, CS, H,0, CH4,0,, H+, eV, cm2, 1968C153, Toburen###L.H. Nakai###Y. Langley###R.A., Measurement of high-energy charge-transfer cross sections for incident protons and atomic hydrogen in various gases, Phys. Rev.,171,114,1968, H + CH4 --> H+
H,10182, charge transfer,HCX, E, CS, H,1, C2H6,0,, H, eV, cm2, 1968C153, Toburen###L.H. Nakai###Y. Langley###R.A., Measurement of high-energy charge-transfer cross sections for incident protons and atomic hydrogen in various gases, Phys. Rev.,171,114,1968, H+ + C2H6 --> H
H,10183, charge transfer,HCX, E, CS, H,0, C2H6,0,, H+, eV, cm2, 1968C153, Toburen###L.H. Nakai###Y. Langley###R.A., Measurement of high-energy charge-transfer cross sections for incident protons and atomic hydrogen in various gases, Phys. Rev.,171,114,1968, H + C2H6 --> H+
H,10184, charge transfer,HCX, E, CS, H,1, C2H4,0,, H, eV, cm2, 1968C153, Toburen###L.H. Nakai###Y. Langley###R.A., Measurement of high-energy charge-transfer cross sections for incident protons and atomic hydrogen in various gases, Phys. Rev.,171,114,1968, H+ + C2H4 --> H
H,10185, charge transfer,HCX, E, CS, H,0, C2H4,0,, H+, eV, cm2, 1968C153, Toburen###L.H. Nakai###Y. Langley###R.A., Measurement of high-energy charge-transfer cross sections for incident protons and atomic hydrogen in various gases, Phys. Rev.,171,114,1968, H + C2H4 --> H+
H,10186, charge transfer,HCX, E, CS, H,1, C4H10,0,, H, eV, cm2, 1968C153, Toburen###L.H. Nakai###Y. Langley###R.A., Measurement of high-energy charge-transfer cross sections for incident protons and atomic hydrogen in various gases, Phys. Rev.,171,114,1968, H+ + C4H10 --> H
H,10187, charge transfer,HCX, E, CS, H,0, C4H10,0,, H+, eV, cm2, 1968C153, Toburen###L.H. Nakai###Y. Langley###R.A., Measurement of high-energy charge-transfer cross sections for incident protons and atomic hydrogen in various gases, Phys. Rev.,171,114,1968, H + C4H10 --> H+
H,10188, charge transfer,HCX, E, CS, H,1, CH4,0, 1s, H;CH4+, eV, cm2, 1985C381, Varghese### A.L.$Bissinger### G.$Joyce### J.M.$Laubert### R., Atomic total electron-capture cross sections from C-### O-### F-### and S-bearingmolecular gases for ~ MeV/u H+ and He+ projectiles, Phys. Rev. A,31,2202,1985, H+ + CH4 (1s) --> H+CH4+
H,10189, charge transfer,HCX, E, CS, H,1, C2H2,0, 1s, H(n=1);C2H2+, eV, cm2, 1985C381, Varghese### A.L.$Bissinger### G.$Joyce### J.M.$Laubert### R., Atomic total electron-capture cross sections from C-### O-### F-### and S-bearingmolecular gases for ~ MeV/u H+ and He+ projectiles, Phys. Rev. A,31,2202,1985, H+ + C2H2 (1s) --> H(n=1)+C2H2+
H,10190, charge transfer,HCX, E, CS, H,1, C2H4,0, 1s, H(n=1);C2H4+, eV, cm2, 1985C381, Varghese### A.L.$Bissinger### G.$Joyce### J.M.$Laubert### R., Atomic total electron-capture cross sections from C-### O-### F-### and S-bearingmolecular gases for ~ MeV/u H+ and He+ projectiles, Phys. Rev. A,31,2202,1985, H+ + C2H4 (1s) --> H(n=1)+C2H4+
H,10191, charge transfer,HCX, E, CS, H,1, C2H6,0, 1s, H(n=1);C2H6+, eV, cm2, 1985C381, Varghese### A.L.$Bissinger### G.$Joyce### J.M.$Laubert### R., Atomic total electron-capture cross sections from C-### O-### F-### and S-bearingmolecular gases for ~ MeV/u H+ and He+ projectiles, Phys. Rev. A,31,2202,1985, H+ + C2H6 (1s) --> H(n=1)+C2H6+
H,10192, charge transfer,HCX, E, CS, H,1, C3H6,0, 1s, H(n=1);C3H6+, eV, cm2, 1985C381, Varghese### A.L.$Bissinger### G.$Joyce### J.M.$Laubert### R., Atomic total electron-capture cross sections from C-### O-### F-### and S-bearingmolecular gases for ~ MeV/u H+ and He+ projectiles, Phys. Rev. A,31,2202,1985, H+ + C3H6 (1s) --> H(n=1)+C3H6+
H,10193, charge transfer,HCX, E, CS, H,1, (CH2)3,0, 1s, H(n=1);(CH2)3+, eV, cm2, 1985C381, Varghese### A.L.$Bissinger### G.$Joyce### J.M.$Laubert### R., Atomic total electron-capture cross sections from C-### O-### F-### and S-bearingmolecular gases for ~ MeV/u H+ and He+ projectiles, Phys. Rev. A,31,2202,1985, H+ + (CH2)3 (1s) --> H(n=1)+(CH2)3+
H,10194, charge transfer,HCX, E, CS, H,1, C3H8,0, 1s, H(n=1);C3H8+, eV, cm2, 1985C381, Varghese### A.L.$Bissinger### G.$Joyce### J.M.$Laubert### R., Atomic total electron-capture cross sections from C-### O-### F-### and S-bearingmolecular gases for ~ MeV/u H+ and He+ projectiles, Phys. Rev. A,31,2202,1985, H+ + C3H8 (1s) --> H(n=1)+C3H8+
H,10195, charge transfer,HCX, E, CS, H,1, C4H8,0, 1s, H(n=1);C4H8+, eV, cm2, 1985C381, Varghese### A.L.$Bissinger### G.$Joyce### J.M.$Laubert### R., Atomic total electron-capture cross sections from C-### O-### F-### and S-bearingmolecular gases for ~ MeV/u H+ and He+ projectiles, Phys. Rev. A,31,2202,1985, H+ + C4H8 (1s) --> H(n=1)+C4H8+
H,10200, charge transfer,HCX, E, CS, H,1, CO,0, 1s, H(n=1);CO+, eV, cm2, 1985C381, Varghese### A.L.$Bissinger### G.$Joyce### J.M.$Laubert### R., Atomic total electron-capture cross sections from C-### O-### F-### and S-bearingmolecular gases for ~ MeV/u H+ and He+ projectiles, Phys. Rev. A,31,2202,1985, H+ + CO (1s) --> H(n=1)+CO+
H,10201, charge transfer,HCX, E, CS, H,1, CO2,0, 1s, H(n=1);CO2+, eV, cm2, 1985C381, Varghese### A.L.$Bissinger### G.$Joyce### J.M.$Laubert### R., Atomic total electron-capture cross sections from C-### O-### F-### and S-bearingmolecular gases for ~ MeV/u H+ and He+ projectiles, Phys. Rev. A,31,2202,1985, H+ + CO2 (1s) --> H(n=1)+CO2+
H,10202, charge transfer,HCX, E, CS, H,1, CF4,0, 1s, H(n=1);CF4+, eV, cm2, 1985C381, Varghese### A.L.$Bissinger### G.$Joyce### J.M.$Laubert### R., Atomic total electron-capture cross sections from C-### O-### F-### and S-bearingmolecular gases for ~ MeV/u H+ and He+ projectiles, Phys. Rev. A,31,2202,1985, H+ + CF4 (1s) --> H(n=1)+CF4+
H,10203, charge transfer,HCX, E, CS, H,1, C2F6,0, 1s, H(n=1);C2F6+, eV, cm2, 1985C381, Varghese### A.L.$Bissinger### G.$Joyce### J.M.$Laubert### R., Atomic total electron-capture cross sections from C-### O-### F-### and S-bearingmolecular gases for ~ MeV/u H+ and He+ projectiles, Phys. Rev. A,31,2202,1985, H+ + C2F6 (1s) --> H(n=1)+C2F6+
H,10204, charge transfer,HCX, E, CS, H,1, C4F8,0, 1s, H(n=1);C4F8+, eV, cm2, 1985C381, Varghese### A.L.$Bissinger### G.$Joyce### J.M.$Laubert### R., Atomic total electron-capture cross sections from C-### O-### F-### and S-bearingmolecular gases for ~ MeV/u H+ and He+ projectiles, Phys. Rev. A,31,2202,1985, H+ + C4F8 (1s) --> H(n=1)+C4F8+
H,10297, ionization,HIN, E, CS, H,1, CO,0,, CO+, eV, cm2, 1995C371, Knudsen### H.$Mikkelsen### U.$Paludan### K.$Kirsebom### K.$Moller### S.P.$Uggerhoj### E.$Slevin### J.$Charlton### M.$Morenzoni### E., Non-dissociative and dissociative ionization of N2### CO### CO2### and CH4 by impact of 50-6000 keV protons and antiprotons, J. Phys. B,28,3569,1995, H+ + CO --> CO+
H,10298, ionization,HIN, E, CS, H,1, CO2,0,, CO2+, eV, cm2, 1995C371, Knudsen### H.$Mikkelsen### U.$Paludan### K.$Kirsebom### K.$Moller### S.P.$Uggerhoj### E.$Slevin### J.$Charlton### M.$Morenzoni### E., Non-dissociative and dissociative ionization of N2### CO### CO2### and CH4 by impact of 50-6000 keV protons and antiprotons, J. Phys. B,28,3569,1995, H+ + CO2 --> CO2+
